St. Clair West,2022-08-30 07:00,North
Eglinton West,2022-08-30 07:03,North
Glencairn,2022-08-30 07:06,North
Lawrence West,2022-08-30 07:09,North
Yorkdale,2022-08-30 07:10,North
Wilson,2022-08-30 07:11,North
Sheppard West,2022-08-30 07:14,North
Downsview Park,2022-08-30 07:17,North
Finch West,2022-08-30 07:20,North
York University,2022-08-30 07:23,North
Pioneer Village,2022-08-30 07:25,North
Highway 407,2022-08-30 07:27,North
Vaughan Metropolitan Centre,2022-08-30 07:28,North
Vaughan Metropolitan Centre,2022-08-30 07:00,South
Highway 407,2022-08-30 07:01,South
Pioneer Village,2022-08-30 07:03,South
York University,2022-08-30 07:05,South
Finch West,2022-08-30 07:08,South
Downsview Park,2022-08-30 07:11,South
Sheppard West,2022-08-30 07:14,South
Wilson,2022-08-30 07:17,South
Yorkdale,2022-08-30 07:18,South
Lawrence West,2022-08-30 07:19,South
Glencairn,2022-08-30 07:22,South
Eglinton West,2022-08-30 07:25,South
St. Clair West,2022-08-30 07:28,South
Dupont,2022-08-30 07:31,South
Spadina,2022-08-30 07:33,South
St. George,2022-08-30 07:36,South
Museum,2022-08-30 07:39,South
Queen's Park,2022-08-30 07:41,South
St. Patrick,2022-08-30 07:42,South
Osgoode,2022-08-30 07:45,South
St. Andrew,2022-08-30 07:48,South
Union,2022-08-30 07:50,South
King,2022-08-30 07:51,South
Queen,2022-08-30 07:54,South
Dundas,2022-08-30 07:57,South
College,2022-08-30 08:00,South
Wellesley,2022-08-30 08:02,South
Bloor-Yonge,2022-08-30 08:03,South
Rosedale,2022-08-30 08:05,South
Summerhill,2022-08-30 08:06,South
St. Clair,2022-08-30 08:09,South
Davisville,2022-08-30 08:12,South
Eglinton,2022-08-30 08:15,South
Lawrence,2022-08-30 08:18,South
York Mills,2022-08-30 08:21,South
Sheppard-Yonge,2022-08-30 08:24,South
North York Centre,2022-08-30 08:27,South
Finch,2022-08-30 08:28,South
Finch,2022-08-30 07:00,North
North York Centre,2022-08-30 07:01,North
Sheppard-Yonge,2022-08-30 07:04,North
York Mills,2022-08-30 07:07,North
Lawrence,2022-08-30 07:10,North
Eglinton,2022-08-30 07:13,North
Davisville,2022-08-30 07:16,North
St. Clair,2022-08-30 07:19,North
Summerhill,2022-08-30 07:22,North
Rosedale,2022-08-30 07:23,North
Bloor-Yonge,2022-08-30 07:25,North
Wellesley,2022-08-30 07:26,North
College,2022-08-30 07:28,North
Dundas,2022-08-30 07:31,North
Queen,2022-08-30 07:34,North
King,2022-08-30 07:37,North
Union,2022-08-30 07:38,North
St. Andrew,2022-08-30 07:40,North
Osgoode,2022-08-30 07:43,North
St. Patrick,2022-08-30 07:46,North
Queen's Park,2022-08-30 07:47,North
Museum,2022-08-30 07:49,North
St. George,2022-08-30 07:52,North
Spadina,2022-08-30 07:55,North
Dupont,2022-08-30 07:57,North
St. Clair West,2022-08-30 08:00,North
Eglinton West,2022-08-30 08:03,North
Glencairn,2022-08-30 08:06,North
Lawrence West,2022-08-30 08:09,North
Yorkdale,2022-08-30 08:10,North
Wilson,2022-08-30 08:11,North
Sheppard West,2022-08-30 08:14,North
Downsview Park,2022-08-30 08:17,North
Finch West,2022-08-30 08:20,North
York University,2022-08-30 08:23,North
Pioneer Village,2022-08-30 08:25,North
Highway 407,2022-08-30 08:27,North
Vaughan Metropolitan Centre,2022-08-30 08:28,North
Vaughan Metropolitan Centre,2022-08-30 08:00,South
Highway 407,2022-08-30 08:01,South
Pioneer Village,2022-08-30 08:03,South
York University,2022-08-30 08:05,South
Finch West,2022-08-30 08:08,South
Downsview Park,2022-08-30 08:11,South
Sheppard West,2022-08-30 08:14,South
Wilson,2022-08-30 08:17,South
Yorkdale,2022-08-30 08:18,South
Lawrence West,2022-08-30 08:19,South
Glencairn,2022-08-30 08:22,South
Eglinton West,2022-08-30 08:25,South
St. Clair West,2022-08-30 08:28,South
Dupont,2022-08-30 08:31,South
Spadina,2022-08-30 08:33,South
St. George,2022-08-30 08:36,South
Museum,2022-08-30 08:39,South
Queen's Park,2022-08-30 08:41,South
St. Patrick,2022-08-30 08:42,South
Osgoode,2022-08-30 08:45,South
St. Andrew,2022-08-30 08:48,South
Union,2022-08-30 08:50,South
King,2022-08-30 08:51,South
Queen,2022-08-30 08:54,South
Dundas,2022-08-30 08:57,South
College,2022-08-30 09:00,South
Wellesley,2022-08-30 09:02,South
Bloor-Yonge,2022-08-30 09:03,South
Rosedale,2022-08-30 09:05,South
Summerhill,2022-08-30 09:06,South
St. Clair,2022-08-30 09:09,South
Davisville,2022-08-30 09:12,South
Eglinton,2022-08-30 09:15,South
Lawrence,2022-08-30 09:18,South
York Mills,2022-08-30 09:21,South
Sheppard-Yonge,2022-08-30 09:24,South
North York Centre,2022-08-30 09:27,South
Finch,2022-08-30 09:28,South
Finch,2022-08-30 08:00,North
North York Centre,2022-08-30 08:01,North
Sheppard-Yonge,2022-08-30 08:04,North
York Mills,2022-08-30 08:07,North
Lawrence,2022-08-30 08:10,North
Eglinton,2022-08-30 08:13,North
Davisville,2022-08-30 08:16,North
St. Clair,2022-08-30 08:19,North
Summerhill,2022-08-30 08:22,North
Rosedale,2022-08-30 08:23,North
Bloor-Yonge,2022-08-30 08:25,North
Wellesley,2022-08-30 08:26,North
College,2022-08-30 08:28,North
Dundas,2022-08-30 08:31,North
Queen,2022-08-30 08:34,North
King,2022-08-30 08:37,North
Union,2022-08-30 08:38,North
St. Andrew,2022-08-30 08:40,North
Osgoode,2022-08-30 08:43,North
St. Patrick,2022-08-30 08:46,North
Queen's Park,2022-08-30 08:47,North
Museum,2022-08-30 08:49,North
St. George,2022-08-30 08:52,North
Spadina,2022-08-30 08:55,North
Dupont,2022-08-30 08:57,North
St. Clair West,2022-08-30 09:00,North
Eglinton West,2022-08-30 09:03,North
Glencairn,2022-08-30 09:06,North
Lawrence West,2022-08-30 09:09,North
Yorkdale,2022-08-30 09:10,North
Wilson,2022-08-30 09:11,North
Sheppard West,2022-08-30 09:14,North
Downsview Park,2022-08-30 09:17,North
Finch West,2022-08-30 09:20,North
York University,2022-08-30 09:23,North
Pioneer Village,2022-08-30 09:25,North
Highway 407,2022-08-30 09:27,North
Vaughan Metropolitan Centre,2022-08-30 09:28,North
Vaughan Metropolitan Centre,2022-08-30 09:00,South
Highway 407,2022-08-30 09:01,South
Pioneer Village,2022-08-30 09:03,South
York University,2022-08-30 09:05,South
Finch West,2022-08-30 09:08,South
Downsview Park,2022-08-30 09:11,South
Sheppard West,2022-08-30 09:14,South
Wilson,2022-08-30 09:17,South
Yorkdale,2022-08-30 09:18,South
Lawrence West,2022-08-30 09:19,South
Glencairn,2022-08-30 09:22,South
Eglinton West,2022-08-30 09:25,South
St. Clair West,2022-08-30 09:28,South
Dupont,2022-08-30 09:31,South
Spadina,2022-08-30 09:33,South
St. George,2022-08-30 09:36,South
Museum,2022-08-30 09:39,South
Queen's Park,2022-08-30 09:41,South
St. Patrick,2022-08-30 09:42,South
Osgoode,2022-08-30 09:45,South
St. Andrew,2022-08-30 09:48,South
Union,2022-08-30 09:50,South
King,2022-08-30 09:51,South
Queen,2022-08-30 09:54,South
Dundas,2022-08-30 09:57,South
College,2022-08-30 10:00,South
Wellesley,2022-08-30 10:02,South
Bloor-Yonge,2022-08-30 10:03,South
Rosedale,2022-08-30 10:05,South
Summerhill,2022-08-30 10:06,South
St. Clair,2022-08-30 10:09,South
Davisville,2022-08-30 10:12,South
Eglinton,2022-08-30 10:15,South
Lawrence,2022-08-30 10:18,South
York Mills,2022-08-30 10:21,South
Sheppard-Yonge,2022-08-30 10:24,South
North York Centre,2022-08-30 10:27,South
Finch,2022-08-30 10:28,South
Finch,2022-08-30 09:00,North
North York Centre,2022-08-30 09:01,North
Sheppard-Yonge,2022-08-30 09:04,North
York Mills,2022-08-30 09:07,North
Lawrence,2022-08-30 09:10,North
Eglinton,2022-08-30 09:13,North
Davisville,2022-08-30 09:16,North
St. Clair,2022-08-30 09:19,North
Summerhill,2022-08-30 09:22,North
Rosedale,2022-08-30 09:23,North
Bloor-Yonge,2022-08-30 09:25,North
Wellesley,2022-08-30 09:26,North
College,2022-08-30 09:28,North
Dundas,2022-08-30 09:31,North
Queen,2022-08-30 09:34,North
King,2022-08-30 09:37,North
Union,2022-08-30 09:38,North
St. Andrew,2022-08-30 09:40,North
Osgoode,2022-08-30 09:43,North
St. Patrick,2022-08-30 09:46,North
Queen's Park,2022-08-30 09:47,North
Museum,2022-08-30 09:49,North
St. George,2022-08-30 09:52,North
Spadina,2022-08-30 09:55,North
Dupont,2022-08-30 09:57,North
St. Clair West,2022-08-30 10:00,North
Eglinton West,2022-08-30 10:03,North
Glencairn,2022-08-30 10:06,North
Lawrence West,2022-08-30 10:09,North
Yorkdale,2022-08-30 10:10,North
Wilson,2022-08-30 10:11,North
Sheppard West,2022-08-30 10:14,North
Downsview Park,2022-08-30 10:17,North
Finch West,2022-08-30 10:20,North
York University,2022-08-30 10:23,North
Pioneer Village,2022-08-30 10:25,North
Highway 407,2022-08-30 10:27,North
Vaughan Metropolitan Centre,2022-08-30 10:28,North
Vaughan Metropolitan Centre,2022-08-30 10:00,South
Highway 407,2022-08-30 10:01,South
Pioneer Village,2022-08-30 10:03,South
York University,2022-08-30 10:05,South
Finch West,2022-08-30 10:08,South
Downsview Park,2022-08-30 10:11,South
Sheppard West,2022-08-30 10:14,South
Wilson,2022-08-30 10:17,South
Yorkdale,2022-08-30 10:18,South
Lawrence West,2022-08-30 10:19,South
Glencairn,2022-08-30 10:22,South
Eglinton West,2022-08-30 10:25,South
St. Clair West,2022-08-30 10:28,South
Dupont,2022-08-30 10:31,South
Spadina,2022-08-30 10:33,South
St. George,2022-08-30 10:36,South
Museum,2022-08-30 10:39,South
Queen's Park,2022-08-30 10:41,South
St. Patrick,2022-08-30 10:42,South
Osgoode,2022-08-30 10:45,South
St. Andrew,2022-08-30 10:48,South
Union,2022-08-30 10:50,South
King,2022-08-30 10:51,South
Queen,2022-08-30 10:54,South
Dundas,2022-08-30 10:57,South
College,2022-08-30 11:00,South
Wellesley,2022-08-30 11:02,South
Bloor-Yonge,2022-08-30 11:03,South
Rosedale,2022-08-30 11:05,South
Summerhill,2022-08-30 11:06,South
St. Clair,2022-08-30 11:09,South
Davisville,2022-08-30 11:12,South
Eglinton,2022-08-30 11:15,South
Lawrence,2022-08-30 11:18,South
York Mills,2022-08-30 11:21,South
Sheppard-Yonge,2022-08-30 11:24,South
North York Centre,2022-08-30 11:27,South
Finch,2022-08-30 11:28,South
Finch,2022-08-30 10:00,North
North York Centre,2022-08-30 10:01,North
Sheppard-Yonge,2022-08-30 10:04,North
York Mills,2022-08-30 10:07,North
Lawrence,2022-08-30 10:10,North
Eglinton,2022-08-30 10:13,North
Davisville,2022-08-30 10:16,North
St. Clair,2022-08-30 10:19,North
Summerhill,2022-08-30 10:22,North
Rosedale,2022-08-30 10:23,North
Bloor-Yonge,2022-08-30 10:25,North
Wellesley,2022-08-30 10:26,North
College,2022-08-30 10:28,North
Dundas,2022-08-30 10:31,North
Queen,2022-08-30 10:34,North
King,2022-08-30 10:37,North
Union,2022-08-30 10:38,North
St. Andrew,2022-08-30 10:40,North
Osgoode,2022-08-30 10:43,North
St. Patrick,2022-08-30 10:46,North
Queen's Park,2022-08-30 10:47,North
Museum,2022-08-30 10:49,North
St. George,2022-08-30 10:52,North
Spadina,2022-08-30 10:55,North
Dupont,2022-08-30 10:57,North
St. Clair West,2022-08-30 11:00,North
Eglinton West,2022-08-30 11:03,North
Glencairn,2022-08-30 11:06,North
Lawrence West,2022-08-30 11:09,North
Yorkdale,2022-08-30 11:10,North
Wilson,2022-08-30 11:11,North
Sheppard West,2022-08-30 11:14,North
Downsview Park,2022-08-30 11:17,North
Finch West,2022-08-30 11:20,North
York University,2022-08-30 11:23,North
Pioneer Village,2022-08-30 11:25,North
Highway 407,2022-08-30 11:27,North
Vaughan Metropolitan Centre,2022-08-30 11:28,North
Vaughan Metropolitan Centre,2022-08-30 11:00,South
Highway 407,2022-08-30 11:01,South
Pioneer Village,2022-08-30 11:03,South
York University,2022-08-30 11:05,South
Finch West,2022-08-30 11:08,South
Downsview Park,2022-08-30 11:11,South
Sheppard West,2022-08-30 11:14,South
Wilson,2022-08-30 11:17,South
Yorkdale,2022-08-30 11:18,South
Lawrence West,2022-08-30 11:19,South
Glencairn,2022-08-30 11:22,South
Eglinton West,2022-08-30 11:25,South
St. Clair West,2022-08-30 11:28,South
Dupont,2022-08-30 11:31,South
Spadina,2022-08-30 11:33,South
St. George,2022-08-30 11:36,South
Museum,2022-08-30 11:39,South
Queen's Park,2022-08-30 11:41,South
St. Patrick,2022-08-30 11:42,South
Osgoode,2022-08-30 11:45,South
St. Andrew,2022-08-30 11:48,South
Union,2022-08-30 11:50,South
King,2022-08-30 11:51,South
Queen,2022-08-30 11:54,South
Dundas,2022-08-30 11:57,South
College,2022-08-30 12:00,South
Wellesley,2022-08-30 12:02,South
Bloor-Yonge,2022-08-30 12:03,South
Rosedale,2022-08-30 12:05,South
Summerhill,2022-08-30 12:06,South
St. Clair,2022-08-30 12:09,South
Davisville,2022-08-30 12:12,South
Eglinton,2022-08-30 12:15,South
Lawrence,2022-08-30 12:18,South
York Mills,2022-08-30 12:21,South
Sheppard-Yonge,2022-08-30 12:24,South
North York Centre,2022-08-30 12:27,South
Finch,2022-08-30 12:28,South
Finch,2022-08-30 11:00,North
North York Centre,2022-08-30 11:01,North
Sheppard-Yonge,2022-08-30 11:04,North
York Mills,2022-08-30 11:07,North
Lawrence,2022-08-30 11:10,North
Eglinton,2022-08-30 11:13,North
Davisville,2022-08-30 11:16,North
St. Clair,2022-08-30 11:19,North
Summerhill,2022-08-30 11:22,North
Rosedale,2022-08-30 11:23,North
Bloor-Yonge,2022-08-30 11:25,North
Wellesley,2022-08-30 11:26,North
College,2022-08-30 11:28,North
Dundas,2022-08-30 11:31,North
Queen,2022-08-30 11:34,North
King,2022-08-30 11:37,North
Union,2022-08-30 11:38,North
St. Andrew,2022-08-30 11:40,North
Osgoode,2022-08-30 11:43,North
St. Patrick,2022-08-30 11:46,North
Queen's Park,2022-08-30 11:47,North
Museum,2022-08-30 11:49,North
St. George,2022-08-30 11:52,North
Spadina,2022-08-30 11:55,North
Dupont,2022-08-30 11:57,North
St. Clair West,2022-08-30 12:00,North
Eglinton West,2022-08-30 12:03,North
Glencairn,2022-08-30 12:06,North
Lawrence West,2022-08-30 12:09,North
Yorkdale,2022-08-30 12:10,North
Wilson,2022-08-30 12:11,North
Sheppard West,2022-08-30 12:14,North
Downsview Park,2022-08-30 12:17,North
Finch West,2022-08-30 12:20,North
York University,2022-08-30 12:23,North
Pioneer Village,2022-08-30 12:25,North
Highway 407,2022-08-30 12:27,North
Vaughan Metropolitan Centre,2022-08-30 12:28,North
Vaughan Metropolitan Centre,2022-08-30 12:00,South
Highway 407,2022-08-30 12:01,South
Pioneer Village,2022-08-30 12:03,South
York University,2022-08-30 12:05,South
Finch West,2022-08-30 12:08,South
Downsview Park,2022-08-30 12:11,South
Sheppard West,2022-08-30 12:14,South
Wilson,2022-08-30 12:17,South
Yorkdale,2022-08-30 12:18,South
Lawrence West,2022-08-30 12:19,South
Glencairn,2022-08-30 12:22,South
Eglinton West,2022-08-30 12:25,South
St. Clair West,2022-08-30 12:28,South
Dupont,2022-08-30 12:31,South
Spadina,2022-08-30 12:33,South
St. George,2022-08-30 12:36,South
Museum,2022-08-30 12:39,South
Queen's Park,2022-08-30 12:41,South
St. Patrick,2022-08-30 12:42,South
Osgoode,2022-08-30 12:45,South
St. Andrew,2022-08-30 12:48,South
Union,2022-08-30 12:50,South
King,2022-08-30 12:51,South
Queen,2022-08-30 12:54,South
Dundas,2022-08-30 12:57,South
College,2022-08-30 13:00,South
Wellesley,2022-08-30 13:02,South
Bloor-Yonge,2022-08-30 13:03,South
Rosedale,2022-08-30 13:05,South
Summerhill,2022-08-30 13:06,South
St. Clair,2022-08-30 13:09,South
Davisville,2022-08-30 13:12,South
Eglinton,2022-08-30 13:15,South
Lawrence,2022-08-30 13:18,South
York Mills,2022-08-30 13:21,South
Sheppard-Yonge,2022-08-30 13:24,South
North York Centre,2022-08-30 13:27,South
Finch,2022-08-30 13:28,South
Finch,2022-08-30 12:00,North
North York Centre,2022-08-30 12:01,North
Sheppard-Yonge,2022-08-30 12:04,North
York Mills,2022-08-30 12:07,North
Lawrence,2022-08-30 12:10,North
Eglinton,2022-08-30 12:13,North
Davisville,2022-08-30 12:16,North
St. Clair,2022-08-30 12:19,North
Summerhill,2022-08-30 12:22,North
Rosedale,2022-08-30 12:23,North
Bloor-Yonge,2022-08-30 12:25,North
Wellesley,2022-08-30 12:26,North
College,2022-08-30 12:28,North
Dundas,2022-08-30 12:31,North
Queen,2022-08-30 12:34,North
King,2022-08-30 12:37,North
Union,2022-08-30 12:38,North
St. Andrew,2022-08-30 12:40,North
Osgoode,2022-08-30 12:43,North
St. Patrick,2022-08-30 12:46,North
Queen's Park,2022-08-30 12:47,North
Museum,2022-08-30 12:49,North
St. George,2022-08-30 12:52,North
Spadina,2022-08-30 12:55,North
Dupont,2022-08-30 12:57,North
St. Clair West,2022-08-30 13:00,North
Eglinton West,2022-08-30 13:03,North
Glencairn,2022-08-30 13:06,North
Lawrence West,2022-08-30 13:09,North
Yorkdale,2022-08-30 13:10,North
Wilson,2022-08-30 13:11,North
Sheppard West,2022-08-30 13:14,North
Downsview Park,2022-08-30 13:17,North
Finch West,2022-08-30 13:20,North
York University,2022-08-30 13:23,North
Pioneer Village,2022-08-30 13:25,North
Highway 407,2022-08-30 13:27,North
Vaughan Metropolitan Centre,2022-08-30 13:28,North
Vaughan Metropolitan Centre,2022-08-30 13:00,South
Highway 407,2022-08-30 13:01,South
Pioneer Village,2022-08-30 13:03,South
York University,2022-08-30 13:05,South
Finch West,2022-08-30 13:08,South
Downsview Park,2022-08-30 13:11,South
Sheppard West,2022-08-30 13:14,South
Wilson,2022-08-30 13:17,South
Yorkdale,2022-08-30 13:18,South
Lawrence West,2022-08-30 13:19,South
Glencairn,2022-08-30 13:22,South
Eglinton West,2022-08-30 13:25,South
St. Clair West,2022-08-30 13:28,South
Dupont,2022-08-30 13:31,South
Spadina,2022-08-30 13:33,South
St. George,2022-08-30 13:36,South
Museum,2022-08-30 13:39,South
Queen's Park,2022-08-30 13:41,South
St. Patrick,2022-08-30 13:42,South
Osgoode,2022-08-30 13:45,South
St. Andrew,2022-08-30 13:48,South
Union,2022-08-30 13:50,South
King,2022-08-30 13:51,South
Queen,2022-08-30 13:54,South
Dundas,2022-08-30 13:57,South
College,2022-08-30 14:00,South
Wellesley,2022-08-30 14:02,South
Bloor-Yonge,2022-08-30 14:03,South
Rosedale,2022-08-30 14:05,South
Summerhill,2022-08-30 14:06,South
St. Clair,2022-08-30 14:09,South
Davisville,2022-08-30 14:12,South
Eglinton,2022-08-30 14:15,South
Lawrence,2022-08-30 14:18,South
York Mills,2022-08-30 14:21,South
Sheppard-Yonge,2022-08-30 14:24,South
North York Centre,2022-08-30 14:27,South
Finch,2022-08-30 14:28,South
Finch,2022-08-30 13:00,North
North York Centre,2022-08-30 13:01,North
Sheppard-Yonge,2022-08-30 13:04,North
York Mills,2022-08-30 13:07,North
Lawrence,2022-08-30 13:10,North
Eglinton,2022-08-30 13:13,North
Davisville,2022-08-30 13:16,North
St. Clair,2022-08-30 13:19,North
Summerhill,2022-08-30 13:22,North
Rosedale,2022-08-30 13:23,North
Bloor-Yonge,2022-08-30 13:25,North
Wellesley,2022-08-30 13:26,North
College,2022-08-30 13:28,North
Dundas,2022-08-30 13:31,North
Queen,2022-08-30 13:34,North
King,2022-08-30 13:37,North
Union,2022-08-30 13:38,North
St. Andrew,2022-08-30 13:40,North
Osgoode,2022-08-30 13:43,North
St. Patrick,2022-08-30 13:46,North
Queen's Park,2022-08-30 13:47,North
Museum,2022-08-30 13:49,North
St. George,2022-08-30 13:52,North
Spadina,2022-08-30 13:55,North
Dupont,2022-08-30 13:57,North
St. Clair West,2022-08-30 14:00,North
Eglinton West,2022-08-30 14:03,North
Glencairn,2022-08-30 14:06,North
Lawrence West,2022-08-30 14:09,North
Yorkdale,2022-08-30 14:10,North
Wilson,2022-08-30 14:11,North
Sheppard West,2022-08-30 14:14,North
Downsview Park,2022-08-30 14:17,North
Finch West,2022-08-30 14:20,North
York University,2022-08-30 14:23,North
Pioneer Village,2022-08-30 14:25,North
Highway 407,2022-08-30 14:27,North
Vaughan Metropolitan Centre,2022-08-30 14:28,North
Vaughan Metropolitan Centre,2022-08-30 14:00,South
Highway 407,2022-08-30 14:01,South
Pioneer Village,2022-08-30 14:03,South
York University,2022-08-30 14:05,South
Finch West,2022-08-30 14:08,South
Downsview Park,2022-08-30 14:11,South
Sheppard West,2022-08-30 14:14,South
Wilson,2022-08-30 14:17,South
Yorkdale,2022-08-30 14:18,South
Lawrence West,2022-08-30 14:19,South
Glencairn,2022-08-30 14:22,South
Eglinton West,2022-08-30 14:25,South
St. Clair West,2022-08-30 14:28,South
Dupont,2022-08-30 14:31,South
Spadina,2022-08-30 14:33,South
St. George,2022-08-30 14:36,South
Museum,2022-08-30 14:39,South
Queen's Park,2022-08-30 14:41,South
St. Patrick,2022-08-30 14:42,South
Osgoode,2022-08-30 14:45,South
St. Andrew,2022-08-30 14:48,South
Union,2022-08-30 14:50,South
King,2022-08-30 14:51,South
Queen,2022-08-30 14:54,South
Dundas,2022-08-30 14:57,South
College,2022-08-30 15:00,South
Wellesley,2022-08-30 15:02,South
Bloor-Yonge,2022-08-30 15:03,South
Rosedale,2022-08-30 15:05,South
Summerhill,2022-08-30 15:06,South
St. Clair,2022-08-30 15:09,South
Davisville,2022-08-30 15:12,South
Eglinton,2022-08-30 15:15,South
Lawrence,2022-08-30 15:18,South
York Mills,2022-08-30 15:21,South
Sheppard-Yonge,2022-08-30 15:24,South
North York Centre,2022-08-30 15:27,South
Finch,2022-08-30 15:28,South
Finch,2022-08-30 14:00,North
North York Centre,2022-08-30 14:01,North
Sheppard-Yonge,2022-08-30 14:04,North
York Mills,2022-08-30 14:07,North
Lawrence,2022-08-30 14:10,North
Eglinton,2022-08-30 14:13,North
Davisville,2022-08-30 14:16,North
St. Clair,2022-08-30 14:19,North
Summerhill,2022-08-30 14:22,North
Rosedale,2022-08-30 14:23,North
Bloor-Yonge,2022-08-30 14:25,North
Wellesley,2022-08-30 14:26,North
College,2022-08-30 14:28,North
Dundas,2022-08-30 14:31,North
Queen,2022-08-30 14:34,North
King,2022-08-30 14:37,North
Union,2022-08-30 14:38,North
St. Andrew,2022-08-30 14:40,North
Osgoode,2022-08-30 14:43,North
St. Patrick,2022-08-30 14:46,North
Queen's Park,2022-08-30 14:47,North
Museum,2022-08-30 14:49,North
St. George,2022-08-30 14:52,North
Spadina,2022-08-30 14:55,North
Dupont,2022-08-30 14:57,North
St. Clair West,2022-08-30 15:00,North
Eglinton West,2022-08-30 15:03,North
Glencairn,2022-08-30 15:06,North
Lawrence West,2022-08-30 15:09,North
Yorkdale,2022-08-30 15:10,North
Wilson,2022-08-30 15:11,North
Sheppard West,2022-08-30 15:14,North
Downsview Park,2022-08-30 15:17,North
Finch West,2022-08-30 15:20,North
York University,2022-08-30 15:23,North
Pioneer Village,2022-08-30 15:25,North
Highway 407,2022-08-30 15:27,North
Vaughan Metropolitan Centre,2022-08-30 15:28,North
Vaughan Metropolitan Centre,2022-08-30 15:00,South
Highway 407,2022-08-30 15:01,South
Pioneer Village,2022-08-30 15:03,South
York University,2022-08-30 15:05,South
Finch West,2022-08-30 15:08,South
Downsview Park,2022-08-30 15:11,South
Sheppard West,2022-08-30 15:14,South
Wilson,2022-08-30 15:17,South
Yorkdale,2022-08-30 15:18,South
Lawrence West,2022-08-30 15:19,South
Glencairn,2022-08-30 15:22,South
Eglinton West,2022-08-30 15:25,South
St. Clair West,2022-08-30 15:28,South
Dupont,2022-08-30 15:31,South
Spadina,2022-08-30 15:33,South
St. George,2022-08-30 15:36,South
Museum,2022-08-30 15:39,South
Queen's Park,2022-08-30 15:41,South
St. Patrick,2022-08-30 15:42,South
Osgoode,2022-08-30 15:45,South
St. Andrew,2022-08-30 15:48,South
Union,2022-08-30 15:50,South
King,2022-08-30 15:51,South
Queen,2022-08-30 15:54,South
Dundas,2022-08-30 15:57,South
College,2022-08-30 16:00,South
Wellesley,2022-08-30 16:02,South
Bloor-Yonge,2022-08-30 16:03,South
Rosedale,2022-08-30 16:05,South
Summerhill,2022-08-30 16:06,South
St. Clair,2022-08-30 16:09,South
Davisville,2022-08-30 16:12,South
Eglinton,2022-08-30 16:15,South
Lawrence,2022-08-30 16:18,South
York Mills,2022-08-30 16:21,South
Sheppard-Yonge,2022-08-30 16:24,South
North York Centre,2022-08-30 16:27,South
Finch,2022-08-30 16:28,South
Finch,2022-08-30 15:00,North
North York Centre,2022-08-30 15:01,North
Sheppard-Yonge,2022-08-30 15:04,North
York Mills,2022-08-30 15:07,North
Lawrence,2022-08-30 15:10,North
Eglinton,2022-08-30 15:13,North
Davisville,2022-08-30 15:16,North
St. Clair,2022-08-30 15:19,North
Summerhill,2022-08-30 15:22,North
Rosedale,2022-08-30 15:23,North
Bloor-Yonge,2022-08-30 15:25,North
Wellesley,2022-08-30 15:26,North
College,2022-08-30 15:28,North
Dundas,2022-08-30 15:31,North
